,,"45,041","34,44,81,898","62,664",,,"5,004","2,43,71,541","5,050",,
city,campaignCode,responders,sales,bills,abv,amv,redeemers,redeemers_Sales,redeemers_Bills,redeemers_ABV,redeemers_AMV
MUMBAI,ALT_BIRTH_37,7,71775,11,6525,10254,0,0,0,0,0
KULLU,ALT_BIRTH_37,3,18981,3,6327,6327,0,0,0,0,0
MUMBAI,ALT_BIRTH_37,6,42479,6,7080,7080,0,0,0,0,0
KOLKATA,ALT_BIRTH_37,3,45285,5,9057,15095,0,0,0,0,0
CHANDIGARH,ALT_BIRTH_37,3,11345,3,3782,3782,0,0,0,0,0
DEOGHAR,ALT_BIRTH_37,2,19350,6,3225,9675,0,0,0,0,0
GHAZIABAD,ALT_BIRTH_37,3,3697,3,1232,1232,2,898,2,449,449
RAMPUR,ALT_BIRTH_37,3,17682,4,4420,5894,1,8793,1,8793,8793
JHANSI,ALT_BIRTH_37,2,5994,2,2997,2997,0,0,0,0,0
KANPUR,ALT_BIRTH_37,4,17442,7,2492,4360,2,3497,2,1748,1748
NARNAUL,ALT_BIRTH_37,4,12488,6,2081,3122,0,0,0,0,0
HYDERABAD,ALT_BIRTH_37,6,41099,6,6850,6850,1,2999,1,2999,2999
INDORE,ALT_BIRTH_37,2,35171,3,11724,17586,0,0,0,0,0
SURAT,ALT_BIRTH_37,2,30481,2,15240,15240,0,0,0,0,0
KHAMMAM,ALT_BIRTH_37,4,24080,5,4816,6020,0,0,0,0,0
DHANBAD,ALT_BIRTH_37,4,20181,5,4036,5045,1,1595,1,1595,1595
HYDERABAD,ALT_BIRTH_37,4,24461,6,4077,6115,0,0,0,0,0
BENGALURU,ALT_BIRTH_37,1,2599,1,2599,2599,0,0,0,0,0
CHHINDWARA,ALT_BIRTH_37,1,2995,1,2995,2995,0,0,0,0,0
AURANGABAD,ALT_BIRTH_37,3,16800,3,5600,5600,0,0,0,0,0
DELHI,ALT_BIRTH_37,1,18297,2,9148,18297,1,2799,1,2799,2799
BHAGALPUR,ALT_BIRTH_37,1,11997,2,5998,11997,0,0,0,0,0
LUDHIANA,ALT_BIRTH_37,2,27369,5,5474,13684,0,0,0,0,0
SATNA,ALT_BIRTH_37,6,35231,8,4404,5872,1,3499,1,3499,3499
BHOPAL,ALT_BIRTH_37,3,27078,4,6770,9026,0,0,0,0,0
PANCHKULA,ALT_BIRTH_37,3,20985,5,4197,6995,1,1799,1,1799,1799
ALIGARH,ALT_BIRTH_37,1,2999,1,2999,2999,0,0,0,0,0
RAIPUR,ALT_BIRTH_37,2,20391,4,5098,10196,1,2999,1,2999,2999
AMRITSAR,ALT_BIRTH_37,3,18792,3,6264,6264,0,0,0,0,0
AHMEDABAD,ALT_BIRTH_37,1,10490,1,10490,10490,0,0,0,0,0
BASTI,ALT_BIRTH_37,3,18466,5,3693,6155,0,0,0,0,0
HYDERABAD,ALT_BIRTH_37,3,26203,7,3743,8734,0,0,0,0,0
FARIDABAD,ALT_BIRTH_37,2,11211,2,5606,5606,0,0,0,0,0
MYSORE,ALT_BIRTH_37,1,5898,1,5898,5898,0,0,0,0,0
KASHIPUR,ALT_BIRTH_37,2,7592,2,3796,3796,0,0,0,0,0
ROHTAK,ALT_BIRTH_37,3,39078,6,6513,13026,0,0,0,0,0
BHIMAVARAM,ALT_BIRTH_37,5,31527,7,4504,6305,0,0,0,0,0
PATNA,ALT_BIRTH_37,1,2599,1,2599,2599,0,0,0,0,0
AGRA,ALT_BIRTH_37,4,56160,6,9360,14040,0,0,0,0,0
GOA,ALT_BIRTH_37,3,12581,3,4194,4194,0,0,0,0,0
JAIPUR,ALT_BIRTH_37,4,19479,5,3896,4870,0,0,0,0,0
KOLKATA,ALT_BIRTH_37,3,26132,8,3266,8711,0,0,0,0,0
GODAVARI,ALT_BIRTH_37,2,17311,4,4328,8656,0,0,0,0,0
BONGAIGAON,ALT_BIRTH_37,1,1499,1,1499,1499,0,0,0,0,0
SHAHJAHANPUR,ALT_BIRTH_37,1,3499,1,3499,3499,0,0,0,0,0
GANDHINAGAR,ALT_BIRTH_37,3,74568,5,14914,24856,1,2595,1,2595,2595
BENGALURU,ALT_BIRTH_37,2,12696,2,6348,6348,0,0,0,0,0
HARIDWAR,ALT_BIRTH_37,2,3745,3,1248,1872,0,0,0,0,0
DARBHANGA,ALT_BIRTH_37,1,4495,1,4495,4495,0,0,0,0,0
MUGHALSARAI,ALT_BIRTH_37,1,2299,1,2299,2299,0,0,0,0,0
BIJNOR,ALT_BIRTH_37,3,12888,3,4296,4296,0,0,0,0,0
MADHEPURA,ALT_BIRTH_37,1,2199,1,2199,2199,0,0,0,0,0
BEED,ALT_BIRTH_37,3,16191,4,4048,5397,0,0,0,0,0
DEORIA,ALT_BIRTH_37,5,24970,8,3121,4994,0,0,0,0,0
ROURKELA,ALT_BIRTH_37,2,10505,2,5252,5252,0,0,0,0,0
MUMBAI,ALT_BIRTH_37,5,26385,5,5277,5277,0,0,0,0,0
SILCHAR,ALT_BIRTH_37,1,1799,1,1799,1799,0,0,0,0,0
HYDERABAD,ALT_BIRTH_37,3,57337,4,14334,19112,0,0,0,0,0
DELHI,ALT_BIRTH_37,6,64846,9,7205,10808,1,5190,1,5190,5190
JAMALPUR,ALT_BIRTH_37,1,3499,1,3499,3499,0,0,0,0,0
JAGDALPUR,ALT_BIRTH_37,1,3499,1,3499,3499,0,0,0,0,0
REWA,ALT_BIRTH_37,3,38948,7,5564,12983,0,0,0,0,0
GHAZIPUR,ALT_BIRTH_37,1,5998,2,2999,5998,0,0,0,0,0
GWALIOR,ALT_BIRTH_37,4,27289,5,5458,6822,0,0,0,0,0
ETAWAH,ALT_BIRTH_37,3,13265,3,4422,4422,0,0,0,0,0
PATHANKOT,ALT_BIRTH_37,1,2395,1,2395,2395,0,0,0,0,0
VIJAYAWADA,ALT_BIRTH_37,3,38724,3,12908,12908,0,0,0,0,0
UDHAMPUR,ALT_BIRTH_37,2,7993,2,3996,3996,0,0,0,0,0
JAIPUR,ALT_BIRTH_37,1,2999,1,2999,2999,0,0,0,0,0
CALICUT,ALT_BIRTH_37,1,2799,1,2799,2799,0,0,0,0,0
Diphu,ALT_BIRTH_37,1,4194,1,4194,4194,0,0,0,0,0
GHAZIABAD,ALT_BIRTH_37,2,4998,2,2499,2499,1,1499,1,1499,1499
MATHURA,ALT_BIRTH_37,1,9592,1,9592,9592,0,0,0,0,0
BHOPAL,ALT_BIRTH_37,1,7597,3,2532,7597,0,0,0,0,0
GWALIOR,ALT_BIRTH_37,3,14287,3,4762,4762,0,0,0,0,0
KANGRA,ALT_BIRTH_37,1,2999,1,2999,2999,0,0,0,0,0
LUDHIANA,ALT_BIRTH_37,4,24484,4,6121,6121,0,0,0,0,0
BUDAUN,ALT_BIRTH_37,1,4990,1,4990,4990,0,0,0,0,0
SINGRAULI,ALT_BIRTH_37,2,5694,2,2847,2847,0,0,0,0,0
LUCKNOW,ALT_BIRTH_37,3,17490,4,4372,5830,0,0,0,0,0
NAGPUR,ALT_BIRTH_37,3,22456,5,4491,7485,0,0,0,0,0
CUTTACK,ALT_BIRTH_37,2,16751,2,8376,8376,0,0,0,0,0
PANIPAT,ALT_BIRTH_37,1,3495,1,3495,3495,0,0,0,0,0
BENGALURU,ALT_BIRTH_37,1,5756,1,5756,5756,0,0,0,0,0
DELHI,ALT_BIRTH_37,1,2874,1,2874,2874,0,0,0,0,0
Gurugram,ALT_BIRTH_37,1,22955,2,11478,22955,0,0,0,0,0
GIRIDIH,ALT_BIRTH_37,1,1540,1,1540,1540,0,0,0,0,0
MURWARA KATNI,ALT_BIRTH_37,1,5798,2,2899,5798,0,0,0,0,0
PURI,ALT_BIRTH_37,1,2199,1,2199,2199,0,0,0,0,0
GANGTOK,ALT_BIRTH_37,1,10266,1,10266,10266,0,0,0,0,0
UDUPI,ALT_BIRTH_37,1,14296,3,4765,14296,1,6298,1,6298,6298
PATNA,ALT_BIRTH_37,3,50707,6,8451,16902,0,0,0,0,0
SOLAN,ALT_BIRTH_37,1,5998,1,5998,5998,0,0,0,0,0
RAJKOT,ALT_BIRTH_37,1,6893,1,6893,6893,0,0,0,0,0
DHANBAD,ALT_BIRTH_37,1,6445,2,3222,6445,0,0,0,0,0
PUDUCHERRY,ALT_BIRTH_37,2,10430,3,3477,5215,0,0,0,0,0
LAKHIMPUR KHERI,ALT_BIRTH_37,2,16587,3,5529,8294,0,0,0,0,0
JAMUI,ALT_BIRTH_37,1,1699,1,1699,1699,0,0,0,0,0
NOIDA,ALT_BIRTH_37,1,6298,3,2099,6298,0,0,0,0,0
KARIMNAGAR,ALT_BIRTH_37,1,6493,1,6493,6493,0,0,0,0,0
DELHI,ALT_BIRTH_37,3,19543,3,6514,6514,1,6598,1,6598,6598
MUZAFFARNAGAR,ALT_BIRTH_37,2,6298,3,2099,3149,0,0,0,0,0
BIKANER,ALT_BIRTH_37,2,12695,2,6348,6348,0,0,0,0,0
GHAZIABAD,ALT_BIRTH_37,2,24990,2,12495,12495,0,0,0,0,0
SATARA,ALT_BIRTH_37,1,5598,1,5598,5598,0,0,0,0,0
RAJAHMUNDRY,ALT_BIRTH_37,1,10181,2,5090,10181,0,0,0,0,0
DEHRADUN,ALT_BIRTH_37,1,10596,1,10596,10596,0,0,0,0,0
JAIPUR,ALT_BIRTH_37,1,1677,1,1677,1677,0,0,0,0,0
DUMKA,ALT_BIRTH_37,1,7797,2,3898,7797,0,0,0,0,0
HYDERABAD,ALT_BIRTH_37,2,45381,2,22690,22690,0,0,0,0,0
JABALPUR,ALT_BIRTH_37,1,6498,1,6498,6498,0,0,0,0,0
ANGUL,ALT_BIRTH_37,1,3496,1,3496,3496,0,0,0,0,0
BENGALURU,ALT_BIRTH_37,1,23487,1,23487,23487,0,0,0,0,0
AMBALA,ALT_BIRTH_37,1,1607,1,1607,1607,0,0,0,0,0
SILIGURI,ALT_BIRTH_37,1,9198,1,9198,9198,0,0,0,0,0
BENGALURU,ALT_BIRTH_37,1,15280,5,3056,15280,0,0,0,0,0
NOIDA,ALT_BIRTH_37,1,147,2,74,147,0,0,0,0,0
Gurgaon,ALT_FEEDE_57,157,432094,161,2684,2752,2,3998,2,1999,1999
JAMMU,ALT_FEEDE_57,2,13692,2,6846,6846,0,0,0,0,0
UDUPI,ALT_FEEDE_57,1,5598,1,5598,5598,0,0,0,0,0
JABALPUR,ALT_FEEDE_57,2,59172,2,29586,29586,0,0,0,0,0
KOLHAPUR,ALT_FEEDE_57,1,15797,1,15797,15797,0,0,0,0,0
DHANBAD,ALT_FEEDE_57,2,1998,2,999,999,0,0,0,0,0
HYDERABAD,ALT_FEEDE_57,2,13998,2,6999,6999,2,13998,2,6999,6999
Gurgaon,ALT_SBC_10,25,85361,25,3414,3414,0,0,0,0,0
Sasaram,ALT_SBC_10,1,2898,2,1449,2898,0,0,0,0,0
DEOGHAR,ALT_SBC_10,1,2400,1,2400,2400,0,0,0,0,0
JAMALPUR,ALT_SBC_10,1,3499,1,3499,3499,0,0,0,0,0
HYDERABAD,ALT_SBC_10,1,8391,1,8391,8391,0,0,0,0,0
MANGALURU,ALT_SBC_10,1,3495,1,3495,3495,0,0,0,0,0
RAIPUR,ALT_SBC_10,1,6598,1,6598,6598,0,0,0,0,0
HYDERABAD,ALT_SBC_10,1,4616,1,4616,4616,0,0,0,0,0
INDORE,ALT_SBC_10,1,5369,1,5369,5369,0,0,0,0,0
BARDHAMAN,ALT_SBC_10,1,8095,1,8095,8095,0,0,0,0,0
MAUNATH BHANJAN,ALT_SBC_10,1,0,2,0,0,0,0,0,0,0
KARNAL,ALT_SBC_10,1,2999,1,2999,2999,0,0,0,0,0
LUCKNOW,ALT_SBC_10,2,16894,2,8447,8447,0,0,0,0,0
PURI,ALT_SBC_10,1,10033,1,10033,10033,0,0,0,0,0
GWALIOR,ALT_SBC_10,1,6005,2,3002,6005,0,0,0,0,0
LUCKNOW,ALT_SBC_10,1,1499,1,1499,1499,0,0,0,0,0
INDORE,ALT_SBC_10,1,1999,1,1999,1999,0,0,0,0,0
SHIMLA,ALT_SBC_10,1,25492,1,25492,25492,0,0,0,0,0
AMBALA,ALT_SBC_10,1,4497,2,2248,4497,0,0,0,0,0
MEERUT,ALT_SBC_10,1,13995,1,13995,13995,0,0,0,0,0
ANANTAPUR,ALT_SBC_10,1,3495,1,3495,3495,0,0,0,0,0
JODHPUR,ALT_SBC_10,1,11797,2,5898,11797,0,0,0,0,0
BENGALURU,ALT_SBC_10,1,1799,1,1799,1799,0,0,0,0,0
ANGUL,ALT_SBC_10,1,5898,2,2949,5898,0,0,0,0,0
ONGOLE,ALT_SBC_10,1,2999,1,2999,2999,0,0,0,0,0
FARRUKHABAD-CUM-FATEHGARH,ALT_SBC_10,1,3495,1,3495,3495,0,0,0,0,0
KOLKATA,ALT_SBC_10,1,1998,1,1998,1998,0,0,0,0,0
GUWAHATI,ALT_SBC_10,1,9189,2,4594,9189,0,0,0,0,0
SANGLI MIRAJ KUPWAD,ALT_SBC_10,1,2995,1,2995,2995,0,0,0,0,0
JOWAI,ALT_SBC_10,1,6798,1,6798,6798,0,0,0,0,0
Gurgaon,ALT_MW_14,23,75371,23,3277,3277,0,0,0,0,0
RAIPUR,ALT_MW_14,1,6598,1,6598,6598,0,0,0,0,0
HYDERABAD,ALT_MW_14,1,4616,1,4616,4616,0,0,0,0,0
INDORE,ALT_MW_14,1,5369,1,5369,5369,0,0,0,0,0
RAIPUR,ALT_MW_14,1,2599,1,2599,2599,0,0,0,0,0
MAUNATH BHANJAN,ALT_MW_14,1,0,2,0,0,0,0,0,0,0
KARNAL,ALT_MW_14,1,2999,1,2999,2999,0,0,0,0,0
LUCKNOW,ALT_MW_14,1,11096,1,11096,11096,0,0,0,0,0
GWALIOR,ALT_MW_14,1,6005,2,3002,6005,0,0,0,0,0
INDORE,ALT_MW_14,1,1999,1,1999,1999,0,0,0,0,0
SHIMLA,ALT_MW_14,1,25492,1,25492,25492,0,0,0,0,0
AMBALA,ALT_MW_14,1,4497,2,2248,4497,0,0,0,0,0
MEERUT,ALT_MW_14,1,13995,1,13995,13995,0,0,0,0,0
ANANTAPUR,ALT_MW_14,1,3495,1,3495,3495,0,0,0,0,0
JODHPUR,ALT_MW_14,1,11797,2,5898,11797,0,0,0,0,0
ANGUL,ALT_MW_14,1,5898,2,2949,5898,0,0,0,0,0
DEORIA,ALT_MW_14,1,2098,1,2098,2098,0,0,0,0,0
ONGOLE,ALT_MW_14,1,2999,1,2999,2999,0,0,0,0,0
FARRUKHABAD-CUM-FATEHGARH,ALT_MW_14,1,3495,1,3495,3495,0,0,0,0,0
GUWAHATI,ALT_MW_14,1,9189,2,4594,9189,0,0,0,0,0
SANGLI MIRAJ KUPWAD,ALT_MW_14,1,2995,1,2995,2995,0,0,0,0,0
BOKARO STEEL CITY,ALT_BIRTH_38,5,32083,6,5347,6417,0,0,0,0,0
BHUBANESWAR,ALT_BIRTH_38,8,67406,10,6741,8426,6,39879,6,6646,6646
GURUGRAM,ALT_BIRTH_38,2,10184,2,5092,5092,1,7785,1,7785,7785
DELHI,ALT_BIRTH_38,3,31534,3,10511,10511,1,23488,1,23488,23488
GOA,ALT_BIRTH_38,7,51488,10,5149,7355,1,2399,1,2399,2399
SAGAR,ALT_BIRTH_38,2,10592,2,5296,5296,0,0,0,0,0
SATNA,ALT_BIRTH_38,1,8397,1,8397,8397,0,0,0,0,0
BHIMAVARAM,ALT_BIRTH_38,3,10796,3,3599,3599,0,0,0,0,0
MUMBAI,ALT_BIRTH_38,3,31577,3,10526,10526,0,0,0,0,0
GAYA,ALT_BIRTH_38,5,14253,5,2851,2851,5,14253,5,2851,2851
SILIGURI,ALT_BIRTH_38,1,4294,1,4294,4294,0,0,0,0,0
SAMBALPUR,ALT_BIRTH_38,4,41712,5,8342,10428,1,2898,1,2898,2898
MEERUT,ALT_BIRTH_38,5,22236,6,3706,4447,3,10441,4,2610,3480
PATNA,ALT_BIRTH_38,4,35768,7,5110,8942,1,11994,1,11994,11994
LUDHIANA,ALT_BIRTH_38,2,8797,2,4398,4398,1,3499,1,3499,3499
MUMBAI,ALT_BIRTH_38,8,179929,10,17993,22491,1,2999,1,2999,2999
CHENNAI,ALT_BIRTH_38,3,28872,4,7218,9624,1,2595,1,2595,2595
JAMMU,ALT_BIRTH_38,3,48986,6,8164,16329,2,11495,2,5748,5748
MUMBAI,ALT_BIRTH_38,4,109369,5,21874,27342,1,30090,1,30090,30090
GORAKHPUR,ALT_BIRTH_38,5,49564,6,8261,9913,3,12196,3,4065,4065
BILASPUR,ALT_BIRTH_38,1,22377,3,7459,22377,1,2599,1,2599,2599
BHUBANESWAR,ALT_BIRTH_38,2,10693,2,5346,5346,0,0,0,0,0
GUWAHATI,ALT_BIRTH_38,8,39274,8,4909,4909,1,2599,1,2599,2599
KOLHAPUR,ALT_BIRTH_38,9,118242,12,9854,13138,3,25487,3,8496,8496
RANCHI,ALT_BIRTH_38,5,30799,6,5133,6160,3,12906,3,4302,4302
BRAHMAPUR,ALT_BIRTH_38,3,35078,6,5846,11693,0,0,0,0,0
LUCKNOW,ALT_BIRTH_38,5,27077,6,4513,5415,2,6792,2,3396,3396
SHAHJAHANPUR,ALT_BIRTH_38,1,4598,1,4598,4598,0,0,0,0,0
DELHI,ALT_BIRTH_38,8,67387,11,6126,8423,3,30890,3,10297,10297
NARNAUL,ALT_BIRTH_38,1,598,1,598,598,0,0,0,0,0
KANGRA,ALT_BIRTH_38,1,299,1,299,299,0,0,0,0,0
REWA,ALT_BIRTH_38,1,2799,1,2799,2799,0,0,0,0,0
HYDERABAD,ALT_BIRTH_38,5,49576,5,9915,9915,1,6098,1,6098,6098
CHANDIGARH,ALT_BIRTH_38,4,35004,4,8751,8751,2,8613,2,4306,4306
MUZAFFARPUR,ALT_BIRTH_38,2,22307,4,5577,11154,0,0,0,0,0
SIKAR,ALT_BIRTH_38,1,5293,1,5293,5293,0,0,0,0,0
AKOLA,ALT_BIRTH_38,4,28023,4,7006,7006,0,0,0,0,0
FARIDABAD,ALT_BIRTH_38,3,22312,3,7437,7437,0,0,0,0,0
BARDHAMAN,ALT_BIRTH_38,3,17324,3,5775,5775,0,0,0,0,0
DELHI,ALT_BIRTH_38,2,8691,2,4346,4346,0,0,0,0,0
ASANSOL,ALT_BIRTH_38,3,43470,4,10868,14490,1,2793,1,2793,2793
DELHI,ALT_BIRTH_38,2,7394,2,3697,3697,1,2599,1,2599,2599
Gurgaon,ALT_BIRTH_38,44,259285,64,4051,5893,17,72633,18,4035,4273
LUCKNOW,ALT_BIRTH_38,4,40126,7,5732,10032,2,5946,2,2973,2973
HYDERABAD,ALT_BIRTH_38,3,17094,5,3419,5698,2,6098,2,3049,3049
AGRA,ALT_BIRTH_38,4,27639,5,5528,6910,0,0,0,0,0
AURANGABAD,ALT_BIRTH_38,3,12091,4,3023,4030,0,0,0,0,0
JODHPUR,ALT_BIRTH_38,3,25579,4,6395,8526,0,0,0,0,0
MUZAFFARNAGAR,ALT_BIRTH_38,4,24489,4,6122,6122,1,3999,1,3999,3999
MOTIHARI,ALT_BIRTH_38,4,17989,5,3598,4497,3,12796,3,4265,4265
DELHI,ALT_BIRTH_38,2,22579,2,11290,11290,1,11687,1,11687,11687
MORADABAD,ALT_BIRTH_38,5,34782,6,5797,6956,4,20090,4,5022,5022
HYDERABAD,ALT_BIRTH_38,2,24693,2,12346,12346,1,11397,1,11397,11397
BATHINDA,ALT_BIRTH_38,1,17092,1,17092,17092,0,0,0,0,0
PUNE,ALT_BIRTH_38,5,93361,8,11670,18672,1,4498,1,4498,4498
VISAKHAPATNAM,ALT_BIRTH_38,5,45290,7,6470,9058,0,0,0,0,0
YAMUNANAGAR,ALT_BIRTH_38,5,36789,6,6132,7358,2,14895,2,7448,7448
BHUBANESWAR,ALT_BIRTH_38,2,6697,2,3348,3348,0,0,0,0,0
DELHI,ALT_BIRTH_38,2,17982,3,5994,8991,0,0,0,0,0
GORAKHPUR,ALT_BIRTH_38,2,14591,3,4864,7296,1,2595,1,2595,2595
AHMEDABAD,ALT_BIRTH_38,2,26579,2,13290,13290,0,0,0,0,0
RAJKOT,ALT_BIRTH_38,1,2599,1,2599,2599,1,2599,1,2599,2599
ETAWAH,ALT_BIRTH_38,2,11012,2,5506,5506,0,0,0,0,0
BILASPUR,ALT_BIRTH_38,1,2999,1,2999,2999,1,2999,1,2999,2999
MUMBAI,ALT_BIRTH_38,4,58845,7,8406,14711,1,3999,1,3999,3999
RAIGARH,ALT_BIRTH_38,1,4594,1,4594,4594,1,4594,1,4594,4594
BAREILLY,ALT_BIRTH_38,9,48368,12,4031,5374,4,25985,4,6496,6496
BHILWARA,ALT_BIRTH_38,4,27871,5,5574,6968,0,0,0,0,0
KOTA,ALT_BIRTH_38,2,8146,2,4073,4073,1,1499,1,1499,1499
BHILAI NAGAR,ALT_BIRTH_38,1,18377,1,18377,18377,0,0,0,0,0
SALEM,ALT_BIRTH_38,4,98430,5,19686,24608,2,21681,2,10840,10840
JAIPUR,ALT_BIRTH_38,5,29677,6,4946,5935,2,6497,2,3248,3248
JAIPUR,ALT_BIRTH_38,2,28784,4,7196,14392,0,0,0,0,0
RAIPUR,ALT_BIRTH_38,3,18751,4,4688,6250,0,0,0,0,0
SIWAN,ALT_BIRTH_38,2,66775,3,22258,33388,1,2999,1,2999,2999
NAGPUR,ALT_BIRTH_38,5,33075,6,5512,6615,1,1499,1,1499,1499
PUNE,ALT_BIRTH_38,8,76299,11,6936,9537,1,4193,2,2096,4193
RAIPUR,ALT_BIRTH_38,3,31981,4,7995,10660,0,0,0,0,0
PUDUCHERRY,ALT_BIRTH_38,1,6847,1,6847,6847,0,0,0,0,0
THANE,ALT_BIRTH_38,4,36583,6,6097,9146,1,5798,1,5798,5798
LUCKNOW,ALT_BIRTH_38,1,2799,1,2799,2799,0,0,0,0,0
BHOPAL,ALT_BIRTH_38,6,43004,9,4778,7167,2,14484,2,7242,7242
PUNE,ALT_BIRTH_38,4,30939,6,5156,7735,1,2999,1,2999,2999
DHANBAD,ALT_BIRTH_38,3,33569,6,5595,11190,1,2599,1,2599,2599
PATNA,ALT_BIRTH_38,1,6898,1,6898,6898,0,0,0,0,0
KOLKATA,ALT_BIRTH_38,1,13590,2,6795,13590,1,3398,1,3398,3398
CHENNAI,ALT_BIRTH_38,2,22337,4,5584,11168,0,0,0,0,0
RAMPUR,ALT_BIRTH_38,3,8497,3,2832,2832,3,8497,3,2832,2832
LAKHIMPUR KHERI,ALT_BIRTH_38,3,11596,5,2319,3865,0,0,0,0,0
KANPUR,ALT_BIRTH_38,4,36480,6,6080,9120,3,11692,3,3897,3897
JABALPUR,ALT_BIRTH_38,7,58472,7,8353,8353,5,33479,5,6696,6696
JAMUI,ALT_BIRTH_38,3,28186,5,5637,9395,3,10493,3,3498,3498
PUNE,ALT_BIRTH_38,6,61765,9,6863,10294,1,2799,1,2799,2799
BHUBANESWAR,ALT_BIRTH_38,4,46167,6,7694,11542,1,9298,1,9298,9298
GHAZIABAD,ALT_BIRTH_38,6,31374,8,3922,5229,6,10789,6,1798,1798
LUCKNOW,ALT_BIRTH_38,6,127681,12,10640,21280,1,2999,1,2999,2999
KOLKATA,ALT_BIRTH_38,3,24391,3,8130,8130,2,7697,2,3848,3848
BARIPADA,ALT_BIRTH_38,3,22390,3,7463,7463,1,2799,1,2799,2799
PATIALA,ALT_BIRTH_38,6,66167,7,9452,11028,4,50073,4,12518,12518
BENGALURU,ALT_BIRTH_38,1,12190,1,12190,12190,0,0,0,0,0
BARAMATI,ALT_BIRTH_38,2,16295,2,8148,8148,1,5998,1,5998,5998
RAIPUR,ALT_BIRTH_38,4,44140,8,5518,11035,0,0,0,0,0
INDORE,ALT_BIRTH_38,5,89304,7,12758,17861,0,0,0,0,0
PANCHKULA,ALT_BIRTH_38,1,8097,1,8097,8097,0,0,0,0,0
PUNJAGUTTA,ALT_BIRTH_38,1,7698,1,7698,7698,0,0,0,0,0
MUMBAI,ALT_BIRTH_38,2,41182,2,20591,20591,1,6999,1,6999,6999
NASHIK,ALT_BIRTH_38,7,98508,9,10945,14073,1,6893,1,6893,6893
KOLKATA,ALT_BIRTH_38,1,5398,1,5398,5398,1,5398,1,5398,5398
AMBALA,ALT_BIRTH_38,1,14729,2,7364,14729,0,0,0,0,0
GUNTUR,ALT_BIRTH_38,2,14495,2,7248,7248,1,2999,1,2999,2999
VIZIANAGARAM,ALT_BIRTH_38,3,33567,3,11189,11189,0,0,0,0,0
HYDERABAD,ALT_BIRTH_38,3,44905,5,8981,14968,0,0,0,0,0
UDAIPUR,ALT_BIRTH_38,3,21794,4,5448,7265,0,0,0,0,0
AIZAWL,ALT_BIRTH_38,2,8498,2,4249,4249,1,4999,1,4999,4999
TIRUPATI,ALT_BIRTH_38,1,10496,1,10496,10496,0,0,0,0,0
MOGA,ALT_BIRTH_38,2,16581,3,5527,8290,1,2999,1,2999,2999
LUCKNOW,ALT_BIRTH_38,3,15891,3,5297,5297,0,0,0,0,0
KAKINADA,ALT_BIRTH_38,1,3998,2,1999,3998,0,0,0,0,0
BENGALURU,ALT_BIRTH_38,1,3694,1,3694,3694,1,3694,1,3694,3694
KARIMNAGAR,ALT_BIRTH_38,1,7293,1,7293,7293,0,0,0,0,0
GHAZIPUR,ALT_BIRTH_38,1,2595,1,2595,2595,0,0,0,0,0
NANDED WAGHALA,ALT_BIRTH_38,5,26722,8,3340,5344,0,0,0,0,0
DEORIA,ALT_BIRTH_38,1,2795,1,2795,2795,0,0,0,0,0
RAJAHMUNDRY,ALT_BIRTH_38,2,10592,2,5296,5296,0,0,0,0,0
JAIPUR,ALT_BIRTH_38,3,18989,3,6330,6330,0,0,0,0,0
KARNAL,ALT_BIRTH_38,2,19117,4,4779,9558,2,5298,2,2649,2649
DELHI,ALT_BIRTH_38,4,41487,5,8297,10372,1,2999,1,2999,2999
JABALPUR,ALT_BIRTH_38,3,101579,7,14511,33860,0,0,0,0,0
BHAGALPUR,ALT_BIRTH_38,1,12096,1,12096,12096,0,0,0,0,0
ANGUL,ALT_BIRTH_38,1,14391,1,14391,14391,0,0,0,0,0
HISAR,ALT_BIRTH_38,3,12084,3,4028,4028,0,0,0,0,0
AURANGABAD,ALT_BIRTH_38,8,89962,11,8178,11245,2,12096,2,6048,6048
PUNE,ALT_BIRTH_38,4,67107,6,11184,16777,1,2399,1,2399,2399
INDORE,ALT_BIRTH_38,1,19192,1,19192,19192,1,19192,1,19192,19192
JAIPUR,ALT_BIRTH_38,2,26286,4,6572,13143,0,0,0,0,0
SINGRAULI,ALT_BIRTH_38,2,17614,5,3523,8807,1,6697,1,6697,6697
VARANASI,ALT_BIRTH_38,2,19330,3,6443,9665,0,0,0,0,0
ALWAR,ALT_BIRTH_38,2,3451,3,1150,1726,0,0,0,0,0
DURGAPUR,ALT_BIRTH_38,2,12195,2,6098,6098,2,12195,2,6098,6098
DELHI,ALT_BIRTH_38,2,10096,2,5048,5048,0,0,0,0,0
INDORE,ALT_BIRTH_38,1,13272,3,4424,13272,1,8397,1,8397,8397
GHAZIABAD,ALT_BIRTH_38,3,29523,4,7381,9841,2,6294,2,3147,3147
PURNIA,ALT_BIRTH_38,3,23883,7,3412,7961,1,5298,1,5298,5298
HYDERABAD,ALT_BIRTH_38,2,29076,2,14538,14538,0,0,0,0,0
SAHARANPUR,ALT_BIRTH_38,2,7414,2,3707,3707,0,0,0,0,0
SANGLI MIRAJ KUPWAD,ALT_BIRTH_38,5,62241,9,6916,12448,1,2595,1,2595,2595
DHANBAD,ALT_BIRTH_38,2,6389,3,2130,3194,2,3994,2,1997,1997
DELHI,ALT_BIRTH_38,3,26490,4,6622,8830,0,0,0,0,0
